Point,PointYear,TransectNum,Grid,Stratum,Season,DATE,StratumYear,TransectVisitObserver,gc_shrub_50m,shrub_height_50m,gc_grass_50m,grass_height_50m,gc_forb_50m,gc_bare_50m,gc_litter_50m,gc_woody_50m,gc_tumbleweed_50m,gc_other_50m,gc_grass_nubs_50m,shrub_cover,primaryHabitat,gc_shrub_05m,shrub_height_05m,gc_grass_05m,grass_height_05m,gc_forb_05m,gc_bare_05m,gc_litter_05m,gc_woody_05m,gc_tumbleweed_05m,gc_other_05m,gc_grass_nubs_05m,grass_species_1,grass_species_1_pct,grass_species_2,grass_species_2_pct,GrassSpecies1ScientificName,GrassSpecies1CommonName,GrassSpecies1Code2,GrassSpecies1Code6,GrassSpecies2ScientificName,GrassSpecies2CommonName,GrassSpecies2Code2,GrassSpecies2Code6,ShrubLayerCode6_1,ShrubLayerSpeciesAbundance_1,ShrubLayerCommonName_1,ShrubLayerScientificName_1,ShrubLayerCode6_2,ShrubLayerSpeciesAbundance_2,ShrubLayerCommonName_2,ShrubLayerScientificName_2
MI3-208,2020-MI3-208,MI3-2,MI3,MI,2020,"sábado, 25 de enero de 2020",MI-2020,MDERB,1,100,35,20,1,58,5,0,0,1,1,1,GR,0,NA,32,25,1,62,5,0,0,0,0,17,90,6,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,100,Soaptree Yucca,Yucca elata,NA,NA,NA,NA
MI3-302,2020-MI3-302,MI3-3,MI3,MI,2020,"sábado, 25 de enero de 2020",MI-2020,MDERB,1,60,40,30,1,51,50,0,1,1,1,1,GR,0,NA,48,15,1,45,5,0,1,0,1,17,90,6,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,80,Javelina Bush,Condalia ericoides,YUCELA,20,Soaptree Yucca,Yucca elata
MI3-304,2020-MI3-304,MI3-3,MI3,MI,2020,"sábado, 25 de enero de 2020",MI-2020,MDERB,1,80,34,20,5,50,10,0,1,1,1,3,GR,1,35,28,25,1,70,1,0,0,0,1,17,60,59,30,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Scleropogon brevifolius,NA,SB,SCLBRE,CONERI,60,Javelina Bush,Condalia ericoides,YUCELA,30,Soaptree Yucca,Yucca elata
MI3-306,2020-MI3-306,MI3-3,MI3,MI,2020,"sábado, 25 de enero de 2020",MI-2020,MDERB,5,140,32,25,1,57,5,0,1,1,1,6,GR,5,130,40,15,1,50,5,0,0,0,0,17,80,10,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Bothriochloa barbinodis,NA,BI,BOTBAR,YUCELA,50,Soaptree Yucca,Yucca elata,EPHTRI,40,Mormon Tea,Ephedra trifurca
MI3-308,2020-MI3-308,MI3-3,MI3,MI,2020,"sábado, 25 de enero de 2020",MI-2020,MDERB,5,120,35,25,1,54,5,0,1,1,1,6,GR,1,130,20,20,0,73,5,1,1,0,1,17,80,10,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Bothriochloa barbinodis,NA,BI,BOTBAR,EPHTRI,60,Mormon Tea,Ephedra trifurca,YUCELA,30,Soaptree Yucca,Yucca elata
MI4-102,2020-MI4-102,MI4-1,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,5,50,38,30,5,30,5,5,10,1,1,7,GR,0,NA,40,30,1,53,5,0,1,0,1,19,60,102,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,Burrograss,NA,SCL_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI4-104,2020-MI4-104,MI4-1,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,45,30,25,10,32,5,0,20,1,1,3,GR,0,NA,35,25,5,35,5,0,20,0,0,6,80,19,20,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI4-106,2020-MI4-106,MI4-1,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,5,45,32,20,10,40,5,1,5,1,1,7,GR,0,NA,30,20,5,60,5,0,1,1,1,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,60,Javelina Bush,Condalia ericoides,EPHTRI,40,Mormon Tea,Ephedra trifurca
MI4-108,2020-MI4-108,MI4-1,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,70,38,15,5,50,5,0,5,1,1,2,GR,0,NA,38,20,5,50,5,0,1,1,0,6,50,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,60,Javelina Bush,Condalia ericoides,YUCELA,40,Soaptree Yucca,Yucca elata
MI4-202,2020-MI4-202,MI4-2,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,65,40,25,1,50,5,0,1,1,1,1,GR,0,1,47,25,1,47,5,0,1,0,1,19,45,11,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,CONERI,55,Javelina Bush,Condalia ericoides,YUCELA,25,Soaptree Yucca,Yucca elata
MI4-204,2020-MI4-204,MI4-2,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,45,35,25,5,42,5,0,10,1,1,3,GR,1,45,39,25,1,47,5,0,1,0,1,19,45,6,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,60,Soaptree Yucca,Yucca elata,CONERI,40,Javelina Bush,Condalia ericoides
MI4-206,2020-MI4-206,MI4-2,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,60,47,25,5,35,5,0,5,1,1,3,GR,0,NA,48,30,1,45,5,0,1,1,1,6,55,19,45,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,55,Soaptree Yucca,Yucca elata,CONERI,45,Javelina Bush,Condalia ericoides
MI4-208,2020-MI4-208,MI4-2,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,50,43,30,5,35,5,0,20,1,1,4,GR,0,NA,35,25,5,49,5,0,5,0,1,6,55,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,70,Soaptree Yucca,Yucca elata,EPHTRI,30,Mormon Tea,Ephedra trifurca
MI4-302,2020-MI4-302,MI4-3,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,70,58,25,1,25,5,1,10,1,1,1,GR,1,45,49,39,1,35,5,9,29,1,1,19,99,6,1,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,90,Soaptree Yucca,Yucca elata,EPH_SP,5,Mormon Tea,Ephedra sp.
MI4-304,2020-MI4-304,MI4-3,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,60,43,25,1,30,5,NA,20,1,1,1,GR,0,NA,35,25,1,38,5,0,20,1,1,19,80,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,60,Javelina Bush,Condalia ericoides,YUCELA,40,Soaptree Yucca,Yucca elata
MI4-306,2020-MI4-306,MI4-3,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,1,80,42,25,5,35,5,1,20,1,1,3,GR,0,NA,38,25,1,45,5,0,10,1,1,19,99,6,1,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,85,Soaptree Yucca,Yucca elata,CONERI,10,Javelina Bush,Condalia ericoides
MI4-308,2020-MI4-308,MI4-3,MI4,MI,2020,"sábado, 25 de enero de 2020",MI-2020,SFALI,5,110,57,35,1,25,5,0,5,1,1,7,GR,0,NA,45,30,1,53,1,0,0,1,1,53,50,6,35,Muhlenbergia sp.,Muhlenbergia sp,MU,MUH_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,99,Soaptree Yucca,Yucca elata,EPHTRI,1,Mormon Tea,Ephedra trifurca
MI5-102,2020-MI5-102,MI5-1,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,1,70,35,20,1,57,5,0,1,0,0,1,GR,0,NA,15,10,1,83,1,0,0,0,0,19,70,26,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Dasyochloa sp. ,NA,D7,DAS_SP,PROGLA,50,Honey Mesquite,Prosopis glandulosa,YUCELA,40,Soaptree Yucca,Yucca elata
MI5-104,2020-MI5-104,MI5-1,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,1,80,55,25,1,33,5,0,5,1,1,0,GR,0,NA,56,20,1,40,1,0,1,1,1,17,80,6,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,100,Soaptree Yucca,Yucca elata,NA,NA,NA,NA
MI5-106,2020-MI5-106,MI5-1,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,0,NA,35,30,1,47,10,0,10,1,1,NA,GR,0,NA,51,35,1,35,10,0,1,1,1,19,70,44,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI5-202,2020-MI5-202,MI5-2,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,5,80,35,30,1,45,5,1,1,1,1,6,GR,1,50,18,25,1,73,5,0,0,1,1,19,80,64,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,EPHTRI,10,Mormon Tea,Ephedra trifurca,ACACON,90,Whitehorn Acacia,Acacia constricta
MI5-204,2020-MI5-204,MI5-2,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,0,NA,35,30,1,53,5,0,1,1,5,NA,GR,0,NA,34,25,1,60,5,0,0,0,1,17,99,56,1,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Panicum sp.,NA,PS,PAN_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI5-206,2020-MI5-206,MI5-2,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,0,NA,29,25,1,55,5,0,10,1,1,NA,GR,0,NA,30,25,1,55,10,0,5,0,1,57,60,6,20,Pleuraphis mutica,NA,PM,PLEMUT,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI5-302,2020-MI5-302,MI5-3,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,10,160,30,30,1,56,1,0,1,0,1,10,GR,1,180,35,25,1,61,1,0,1,0,0,17,90,10,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Bothriochloa barbinodis,NA,BI,BOTBAR,ACACON,30,Whitehorn Acacia,Acacia constricta,YUCELA,70,Soaptree Yucca,Yucca elata
MI5-304,2020-MI5-304,MI5-3,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,1,170,35,30,1,52,5,0,5,0,1,1,GR,0,NA,15,10,0,79,1,0,1,0,5,17,100,NA,NA,Bouteloua gracilis,Blue Grama,BG,BOUGRA, ,NA,NA,      ,YUCELA,80,Soaptree Yucca,Yucca elata,EPHTRI,20,Mormon Tea,Ephedra trifurca
MI5-306,2020-MI5-306,MI5-3,MI5,MI,2020,"domingo, 26 de enero de 2020",MI-2020,SFALI,1,100,25,30,1,47,5,0,20,0,1,NA,GR,0,NA,40,20,1,51,5,0,1,1,1,17,60,6,30,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,100,Soaptree Yucca,Yucca elata,NA,NA,NA,NA
MI6-102,2020-MI6-102,MI6-1,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,30,10,1,49,10,0,0,1,1,NA,GR,0,NA,35,15,1,55,10,0,0,0,0,42,70,17,30,Hilaria belangeri,NA,HB,HILBEL,Bouteloua gracilis,Blue Grama,BG,BOUGRA,NA,NA,NA,NA,NA,NA,NA,NA
MI6-104,2020-MI6-104,MI6-1,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,1,70,30,20,5,53,10,0,1,1,1,NA,GR,0,NA,40,30,1,49,10,0,1,0,0,17,70,6,20,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-106,2020-MI6-106,MI6-1,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,1,80,30,30,1,64,5,1,1,0,0,1,GR,0,NA,49,40,1,40,10,0,1,0,0,6,80,10,10,Aristida sp.,Aristida sp,AR,ARI_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,EPHTRI,90,Mormon Tea,Ephedra trifurca,RHUMIC,10,Littleleaf Sumac,Rhus microphylla
MI6-108,2020-MI6-108,MI6-1,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,1,90,40,25,1,43,10,0,5,0,0,1,GR,0,NA,59,20,1,30,10,0,0,0,0,17,100,NA,NA,Bouteloua gracilis,Blue Grama,BG,BOUGRA, ,NA,NA,      ,EPHTRI,100,Mormon Tea,Ephedra trifurca,NA,NA,NA,NA
MI6-202,2020-MI6-202,MI6-2,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,23,NA,5,65,5,0,1,1,0,0,GR,0,NA,20,15,1,68,10,0,1,0,0,17,60,42,20,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Hilaria belangeri,NA,HB,HILBEL,NA,NA,NA,NA,NA,NA,NA,NA
MI6-204,2020-MI6-204,MI6-2,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,40,30,1,63,5,0,1,1,0,0,GR,0,NA,10,25,1,88,1,0,1,0,0,6,70,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-206,2020-MI6-206,MI6-2,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,20,15,5,55,10,0,10,1,1,0,GR,0,NA,15,20,1,68,5,1,10,0,0,17,50,42,50,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Hilaria belangeri,NA,HB,HILBEL,NA,NA,NA,NA,NA,NA,NA,NA
MI6-208,2020-MI6-208,MI6-2,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,30,25,1,52,5,0,10,1,1,0,GR,0,NA,18,15,1,70,5,0,5,1,0,42,50,6,30,Hilaria belangeri,NA,HB,HILBEL,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-302,2020-MI6-302,MI6-3,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,35,25,1,52,10,0,1,1,0,NA,GR,0,NA,40,20,1,49,10,0,1,0,0,17,60,42,40,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Hilaria belangeri,NA,HB,HILBEL,NA,NA,NA,NA,NA,NA,NA,NA
MI6-304,2020-MI6-304,MI6-3,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,35,25,1,57,5,0,1,1,1,NA,GR,0,NA,25,25,1,69,5,0,1,0,1,17,95,6,5,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-306,2020-MI6-306,MI6-3,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,0,NA,40,25,1,49,5,0,5,0,0,NA,GR,0,NA,40,25,1,53,5,0,1,0,0,17,95,6,5,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-308,2020-MI6-308,MI6-3,MI6,MI,2020,"domingo, 26 de enero de 2020",MI-2020,MDERB,1,NA,20,25,1,73,5,0,1,1,1,1,GR,5,150,20,20,1,73,1,0,0,0,0,17,99,59,1,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Scleropogon brevifolius,NA,SB,SCLBRE,YUCELA,100,Soaptree Yucca,Yucca elata,NA,NA,NA,NA
MI7-102,2020-MI7-102,MI7-1,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,1,25,50,25,1,35,5,1,5,1,1,1,GR,1,1,56,25,1,37,5,0,1,1,1,19,60,6,25,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,95,Javelina Bush,Condalia ericoides,YUCELA,1,Soaptree Yucca,Yucca elata
MI7-104,2020-MI7-104,MI7-1,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,5,35,45,25,1,40,5,1,1,1,1,5,GR,0,NA,46,15,1,50,1,1,0,0,1,19,70,102,25,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,Burrograss,NA,SCL_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-106,2020-MI7-106,MI7-1,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,0,NA,50,25,1,42,5,0,1,1,1,NA,GR,0,NA,50,20,1,44,5,0,0,1,1,19,99,56,1,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Panicum sp.,NA,PS,PAN_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI7-108,2020-MI7-108,MI7-1,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,5,35,41,20,1,40,5,5,1,1,1,-5,GR,5,30,41,10,1,50,1,1,1,1,1,19,95,64,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Sporobolus sp.,Dropseed sp,DS,SPO_SP,CONERI,90,Javelina Bush,Condalia ericoides,EPHTRI,5,Mormon Tea,Ephedra trifurca
MI7-202,2020-MI7-202,MI7-2,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,0,NA,51,25,1,37,5,0,5,1,1,NA,GR,0,NA,41,20,1,55,1,0,1,1,1,19,60,25,25,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Dasyochloa pulchella,NA,DP,DASPUL,NA,NA,NA,NA,NA,NA,NA,NA
MI7-204,2020-MI7-204,MI7-2,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,0,NA,45,25,5,46,5,1,1,1,1,NA,GR,0,NA,62,25,1,30,5,0,1,1,1,42,90,19,5,Hilaria belangeri,NA,HB,HILBEL,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI7-206,2020-MI7-206,MI7-2,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,1,40,40,25,1,44,5,5,1,1,5,1,GR,0,NA,63,20,1,30,5,0,0,0,1,19,80,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-208,2020-MI7-208,MI7-2,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,5,40,36,20,1,45,5,5,1,1,1,5,GR,5,35,40,15,1,52,1,0,1,0,1,102,50,19,40,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-302,2020-MI7-302,MI7-3,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,1,50,43,30,1,45,5,0,5,1,1,1,GR,0,NA,48,30,5,40,5,0,1,1,1,19,50,6,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,PRO_SP,100,Mesquite,Prosopis sp.,NA,NA,NA,NA
MI7-304,2020-MI7-304,MI7-3,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,0,NA,49,35,1,40,5,0,1,1,5,NA,GR,0,NA,49,35,10,30,5,0,1,1,1,19,40,10,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NA,NA,NA,NA,NA,NA,NA,NA
MI7-306,2020-MI7-306,MI7-3,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,5,50,41,25,1,40,5,1,5,1,1,5,GR,0,NA,40,20,1,57,1,0,1,1,1,19,40,6,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,99,Javelina Bush,Condalia ericoides,YUCELA,1,Soaptree Yucca,Yucca elata
MI7-308,2020-MI7-308,MI7-3,MI7,MI,2020,"lunes, 27 de enero de 2020",MI-2020,MDERB,1,50,50,20,1,36,5,1,1,1,1,1,GR,0,NA,50,25,1,46,5,0,1,1,1,6,45,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,99,Javelina Bush,Condalia ericoides,PRO_SP,1,Mesquite,Prosopis sp.
MI8-102,2020-MI8-102,MI8-1,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,1,100,47,30,5,20,5,1,20,1,0,4,GR,0,NA,70,20,1,23,5,0,1,1,0,19,55,11,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,EPHTRI,50,Mormon Tea,Ephedra trifurca,PROGLA,50,Honey Mesquite,Prosopis glandulosa
MI8-104,2020-MI8-104,MI8-1,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,0,NA,37,25,5,32,5,1,20,1,1,NA,GR,0,NA,35,20,1,40,5,0,20,0,0,6,55,19,35,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-106,2020-MI8-106,MI8-1,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,0,NA,41,20,5,33,5,5,10,1,0,NA,GR,0,NA,44,10,1,50,5,0,1,0,0,44,45,11,30,Hilaria sp.,NA,HS,HIL_SP,Bothriochloa sp.,NA,B6,BOT_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-108,2020-MI8-108,MI8-1,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,0,NA,42,20,1,40,5,1,10,1,1,NA,GR,0,NA,45,20,5,40,5,0,5,0,1,19,40,44,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-202,2020-MI8-202,MI8-2,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,5,60,40,20,1,44,5,0,5,1,1,7,GR,0,NA,34,15,1,65,1,0,1,1,1,19,70,42,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria belangeri,NA,HB,HILBEL,CONERI,70,Javelina Bush,Condalia ericoides,EPHTRI,20,Mormon Tea,Ephedra trifurca
MI8-204,2020-MI8-204,MI8-2,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,5,60,38,25,1,45,5,1,5,1,1,7,GR,0,NA,30,10,1,65,6,0,0,1,1,44,55,19,40,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,95,Javelina Bush,Condalia ericoides,EPHTRI,1,Mormon Tea,Ephedra trifurca
MI8-206,2020-MI8-206,MI8-2,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,1,55,40,25,1,37,5,5,10,1,1,4,GR,1,40,47,15,1,46,5,0,1,1,1,44,60,19,25,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,99,Javelina Bush,Condalia ericoides,PROGLA,1,Honey Mesquite,Prosopis glandulosa
MI8-208,2020-MI8-208,MI8-2,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,0,NA,30,25,5,53,5,1,5,1,1,NA,GR,0,NA,15,10,1,79,5,0,1,0,1,44,55,6,25,Hilaria sp.,NA,HS,HIL_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-302,2020-MI8-302,MI8-3,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,1,40,40,25,5,28,5,0,20,1,1,4,EF,0,NA,83,15,1,15,1,0,0,1,0,44,75,19,15,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,5,Honey Mesquite,Prosopis glandulosa,CONERI,95,Javelina Bush,Condalia ericoides
MI8-304,2020-MI8-304,MI8-3,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,1,45,40,25,1,49,5,0,5,1,1,1,GR,0,1,40,15,1,54,5,0,1,1,1,44,65,19,30,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI8-306,2020-MI8-306,MI8-3,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,0,NA,38,20,1,36,5,0,20,1,1,NA,GR,0,NA,59,20,1,30,5,0,5,0,1,19,65,44,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-308,2020-MI8-308,MI8-3,MI8,MI,2020,"lunes, 27 de enero de 2020",MI-2020,SFALI,0,NA,40,25,1,34,5,0,20,0,1,NA,GR,0,NA,30,20,1,44,5,0,20,0,1,6,80,44,10,Aristida sp.,Aristida sp,AR,ARI_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI9-102,2020-MI9-102,MI9-1,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,5,110,10,25,10,69,5,0,1,1,0,6,GR,1,80,10,30,5,78,10,0,0,0,1,6,60,10,20,Aristida sp.,Aristida sp,AR,ARI_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,ACACON,20,Whitehorn Acacia,Acacia constricta,EPHTRI,70,Mormon Tea,Ephedra trifurca
MI9-104,2020-MI9-104,MI9-1,MI9,MI,2020,"martes, 28 de enero de 2020",MI-2020,SFALI,1,80,20,30,5,73,1,0,0,0,0,2,GR,1,50,8,25,5,80,5,0,1,0,0,10,50,6,40,Bothriochloa barbinodis,NA,BI,BOTBAR,Aristida sp.,Aristida sp,AR,ARI_SP,EPHTRI,80,Mormon Tea,Ephedra trifurca,YUCELA,10,Soaptree Yucca,Yucca elata
